"Phường Xã","province_id","district_id"
"Xã Giao An","394","1277"
"Xã Giao Lạc","394","1277"
"Xã Giao Châu","394","1277"
"Xã Giao Tân","394","1277"
"Xã Giao Yến","394","1277"
"Xã Giao Xuân","394","1277"
"Xã Giao Thịnh","394","1277"
"Xã Giao Hải","394","1277"
"Xã Bạch Long","394","1277"
"Xã Giao Long","394","1277"
"Xã Giao Phong","394","1277"
"Thị trấn Yên Định","394","1278"
"Thị trấn Cồn","394","1278"
"Thị trấn Thịnh Long","394","1278"
"Xã Hải Nam","394","1278"
"Xã Hải Trung","394","1278"
"Xã Hải Vân","394","1278"
"Xã Hải Minh","394","1278"
"Xã Hải Anh","394","1278"
"Xã Hải Hưng","394","1278"
"Xã Hải Bắc","394","1278"
"Xã Hải Phúc","394","1278"
"Xã Hải Thanh","394","1278"
"Xã Hải Hà","394","1278"
"Xã Hải Long","394","1278"
"Xã Hải Phương","394","1278"
"Xã Hải Đường","394","1278"
"Xã Hải Lộc","394","1278"
"Xã Hải Quang","394","1278"
"Xã Hải Đông","394","1278"
"Xã Hải Sơn","394","1278"
"Xã Hải Tân","394","1278"
"Xã Hải Toàn","394","1278"
"Xã Hải Phong","394","1278"
"Xã Hải An","394","1278"
"Xã Hải Tây","394","1278"
"Xã Hải Lý","394","1278"
"Xã Hải Phú","394","1278"
"Xã Hải Giang","394","1278"
"Xã Hải Cường","394","1278"
"Xã Hải Ninh","394","1278"
"Xã Hải Chính","394","1278"
"Xã Hải Xuân","394","1278"
"Xã Hải Châu","394","1278"
"Xã Hải Triều","394","1278"
"Xã Hải Hòa","394","1278"
"Phường Đông Thành","392","1279"
"Phường Tân Thành","392","1279"
"Phường Thanh Bình","392","1279"
"Phường Vân Giang","392","1279"
"Phường Bích Đào","392","1279"
"Phường Phúc Thành","392","1279"
"Phường Nam Bình","392","1279"
"Phường Nam Thành","392","1279"
"Phường Ninh Khánh","392","1279"
"Xã Ninh Nhất","392","1279"
"Xã Ninh Tiến","392","1279"
"Xã Ninh Phúc","392","1279"
"Phường Ninh Sơn","392","1279"
"Phường Ninh Phong","392","1279"
"Phường Bắc Sơn","392","1280"
"Phường Trung Sơn","392","1280"
"Phường Nam Sơn","392","1280"
"Phường Tây Sơn","392","1280"
"Xã Yên Sơn","392","1280"
"Phường Yên Bình","392","1280"
"Phường Tân Bình","392","1280"
"Xã Quang Sơn","392","1280"
"Xã Đông Sơn","392","1280"
"Thị trấn Nho Quan","392","1281"
"Xã Xích Thổ","392","1281"
"Xã Gia Lâm","392","1281"
"Xã Gia Sơn","392","1281"
"Xã Thạch Bình","392","1281"
"Xã Gia Thủy","392","1281"
"Xã Gia Tường","392","1281"
"Xã Cúc Phương","392","1281"
"Xã Phú Sơn","392","1281"
"Xã Đức Long","392","1281"
"Xã Lạc Vân","392","1281"
"Xã Đồng Phong","392","1281"
"Xã Yên Quang","392","1281"
"Xã Lạng Phong","392","1281"
"Xã Thượng Hòa","392","1281"
"Xã Văn Phong","392","1281"
"Xã Văn Phương","392","1281"
"Xã Thanh Lạc","392","1281"
"Xã Sơn Lai","392","1281"
"Xã Sơn Thành","392","1281"
"Xã Văn Phú","392","1281"
"Xã Phú Lộc","392","1281"
"Xã Kỳ Phú","392","1281"
"Xã Quỳnh Lưu","392","1281"
"Xã Sơn Hà","392","1281"
"Xã Phú Long","392","1281"
"Xã Quảng Lạc","392","1281"
"Thị trấn Me","392","1282"
"Xã Gia Hòa","392","1282"
"Xã Gia Hưng","392","1282"
"Xã Liên Sơn","392","1282"
"Xã Gia Thanh","392","1282"
"Xã Gia Vân","392","1282"
"Xã Gia Phú","392","1282"
"Xã Gia Xuân","392","1282"
"Xã Gia Lập","392","1282"
"Xã Gia Vượng","392","1282"
"Xã Gia Trấn","392","1282"
"Xã Gia Thịnh","392","1282"
"Xã Gia Phương","392","1282"
"Xã Gia Tân","392","1282"
"Xã Gia Thắng","392","1282"
"Xã Gia Trung","392","1282"
"Xã Gia Minh","392","1282"
"Xã Gia Lạc","392","1282"
"Xã Gia Tiến","392","1282"
"Xã Gia Sinh","392","1282"
"Xã Gia Phong","392","1282"
"Thị trấn Thiên Tôn","392","1283"
"Xã Ninh Giang","392","1283"
"Xã Trường Yên","392","1283"
"Xã Ninh Khang","392","1283"
"Xã Ninh Mỹ","392","1283"
"Xã Ninh Hòa","392","1283"
"Xã Ninh Xuân","392","1283"
"Xã Ninh Hải","392","1283"
"Xã Ninh Thắng","392","1283"
"Xã Ninh Vân","392","1283"
"Xã Ninh An","392","1283"
"Thị trấn Yên Ninh","392","1284"
"Xã Khánh Tiên","392","1284"
"Xã Khánh Phú","392","1284"
"Xã Khánh Hòa","392","1284"
"Xã Khánh Lợi","392","1284"
"Xã Khánh An","392","1284"
"Xã Khánh Cường","392","1284"
"Xã Khánh Cư","392","1284"
"Xã Khánh Thiện","392","1284"
"Xã Khánh Hải","392","1284"
"Xã Khánh Trung","392","1284"
"Xã Khánh Mậu","392","1284"
"Xã Khánh Vân","392","1284"
"Xã Khánh Hội","392","1284"
"Xã Khánh Công","392","1284"
"Xã Khánh Thành","392","1284"
"Xã Khánh Nhạc","392","1284"
"Xã Khánh Thủy","392","1284"
"Xã Khánh Hồng","392","1284"
"Thị trấn Phát Diệm","392","1285"
"Thị trấn Bình Minh","392","1285"
"Xã Xuân Thiện","392","1285"
"Xã Hồi Ninh","392","1285"
"Xã Chính Tâm","392","1285"
"Xã Kim Định","392","1285"
"Xã Ân Hòa","392","1285"
"Xã Hùng Tiến","392","1285"
"Xã Yên Mật","392","1285"
"Xã Quang Thiện","392","1285"
"Xã Như Hòa","392","1285"
"Xã Chất Bình","392","1285"
"Xã Đồng Hướng","392","1285"
"Xã Kim Chính","392","1285"
"Xã Thượng Kiệm","392","1285"
"Xã Lưu Phương","392","1285"
"Xã Tân Thành","392","1285"
"Xã Yên Lộc","392","1285"
"Xã Lai Thành","392","1285"
"Xã Định Hóa","392","1285"
"Xã Văn Hải","392","1285"
"Xã Kim Tân","392","1285"
"Xã Kim Mỹ","392","1285"
"Xã Cồn Thoi","392","1285"
"Xã Kim Hải","392","1285"
"Xã Kim Trung","392","1285"
"Xã Kim Đông","392","1285"
"Thị trấn Yên Thịnh","392","1286"
"Xã Khánh Thượng","392","1286"
"Xã Khánh Dương","392","1286"
"Xã Mai Sơn","392","1286"
"Xã Khánh Thịnh","392","1286"
"Xã Yên Phong","392","1286"
"Xã Yên Hòa","392","1286"
"Xã Yên Thắng","392","1286"
"Xã Yên Từ","392","1286"
"Xã Yên Hưng","392","1286"
"Xã Yên Thành","392","1286"
"Xã Yên Nhân","392","1286"
"Xã Yên Mỹ","392","1286"
"Xã Yên Mạc","392","1286"
"Xã Yên Đồng","392","1286"
"Xã Yên Thái","392","1286"
"Xã Yên Lâm","392","1286"
"Phường Hàm Rồng","384","1287"
"Phường Đông Thọ","384","1287"
"Phường Nam Ngạn","384","1287"
"Phường Trường Thi","384","1287"
"Phường Điện Biên","384","1287"
"Phường Phú Sơn","384","1287"
"Phường Lam Sơn","384","1287"
"Phường Ba Đình","384","1287"
"Phường Ngọc Trạo","384","1287"
"Phường Đông Vệ","384","1287"
"Phường Đông Sơn","384","1287"
"Phường Tân Sơn","384","1287"
"Phường Đông Cương","384","1287"
"Phường Đông Hương","384","1287"
"Phường Đông Hải","384","1287"
"Phường Quảng Hưng","384","1287"
"Phường Quảng Thắng","384","1287"
"Phường Quảng Thành","384","1287"
"Xã Thiệu Vân","384","1287"
"Xã Thiệu Khánh","384","1287"
"Xã Thiệu Dương","384","1287"
"Phường Tào Xuyên","384","1287"
"Xã Hoằng Lý","384","1287"
"Xã Hoằng Long","384","1287"
"Xã Hoằng Quang","384","1287"
"Xã Hoằng Đại","384","1287"
"Xã Hoằng Anh","384","1287"
"Phường An Hoạch","384","1287"
"Xã Đông Lĩnh","384","1287"
"Xã Đông Vinh","384","1287"
"Xã Đông Tân","384","1287"
"Xã Đông Hưng","384","1287"
"Xã Quảng Thịnh","384","1287"
"Xã Quảng Đông","384","1287"
"Xã Quảng Cát","384","1287"
"Xã Quảng Phú","384","1287"
"Xã Quảng Tâm","384","1287"
"Phường Bắc Sơn","384","1288"
"Phường Ba Đình","384","1288"
"Phường Lam Sơn","384","1288"
"Phường Ngọc Trạo","384","1288"
"Phường Đông Sơn","384","1288"
"Phường Phú Sơn","384","1288"
"Xã Quang Trung","384","1288"
"Xã Hà Lan","384","1288"
"Phường Trung Sơn","384","1289"
"Phường Bắc Sơn","384","1289"
"Phường Trường Sơn","384","1289"
"Phường Quảng Cư","384","1289"
"Phường Quảng Tiến","384","1289"
"Xã Quảng Minh","384","1289"
"Xã Quảng Hùng","384","1289"
"Phường Quảng Thọ","384","1289"
"Phường Quảng Châu","384","1289"
"Phường Quảng Vinh","384","1289"
"Xã Quảng Đại","384","1289"
"Thị trấn Mường Lát","384","1290"
"Xã Tam Chung","384","1290"
"Xã Tén Tằn","384","1290"
"Xã Mường Lý","384","1290"
"Xã Trung Lý","384","1290"
"Xã Quang Chiểu","384","1290"
"Xã Pù Nhi","384","1290"
"Xã Nhi Sơn","384","1290"
"Xã Mường Chanh","384","1290"
"Thị trấn Quan Hóa","384","1291"
"Xã Thành Sơn","384","1291"
"Xã Trung Sơn","384","1291"
"Xã Phú Thanh","384","1291"
"Xã Trung Thành","384","1291"
"Xã Phú Lệ","384","1291"
"Xã Phú Sơn","384","1291"
"Xã Phú Xuân","384","1291"
"Xã Thanh Xuân","384","1291"
"Xã Hiền Chung","384","1291"
"Xã Hiền Kiệt","384","1291"
"Xã Nam Tiến","384","1291"
"Xã Hồi Xuân","384","1291"
"Xã Thiên Phủ","384","1291"
"Xã Phú Nghiêm","384","1291"
"Xã Nam Xuân","384","1291"
"Xã Nam Động","384","1291"
"Xã Xuân Phú","384","1291"
"Thị trấn Cành Nàng","384","1292"
"Xã Điền Thượng","384","1292"
"Xã Điền Hạ","384","1292"
"Xã Điền Quang","384","1292"
"Xã Điền Trung","384","1292"
"Xã Thành Sơn","384","1292"
"Xã Lương Ngoại","384","1292"
"Xã Ái Thượng","384","1292"
"Xã Lương Nội","384","1292"
"Xã Điền Lư","384","1292"
"Xã Lương Trung","384","1292"
"Xã Lũng Niêm","384","1292"
"Xã Lũng Cao","384","1292"
"Xã Hạ Trung","384","1292"
"Xã Cổ Lũng","384","1292"
"Xã Thành Lâm","384","1292"
"Xã Ban Công","384","1292"
"Xã Kỳ Tân","384","1292"
"Xã Văn Nho","384","1292"
"Xã Thiết Ống","384","1292"
"Xã Lâm Sa","384","1292"
"Xã Thiết Kế","384","1292"
"Xã Tân Lập","384","1292"
"Thị trấn Quan Sơn","384","1293"
"Xã Trung Xuân","384","1293"
"Xã Trung Thượng","384","1293"
"Xã Trung Tiến","384","1293"
"Xã Trung Hạ","384","1293"
"Xã Sơn Hà","384","1293"
"Xã Tam Thanh","384","1293"
"Xã Sơn Thủy","384","1293"
"Xã Na Mèo","384","1293"
"Xã Sơn Lư","384","1293"
"Xã Tam Lư","384","1293"
"Xã Sơn Điện","384","1293"
"Xã Mường Mìn","384","1293"
"Thị trấn Lang Chánh","384","1294"
"Xã Yên Khương","384","1294"
"Xã Yên Thắng","384","1294"
"Xã Trí Nang","384","1294"
"Xã Giao An","384","1294"
"Xã Giao Thiện","384","1294"
"Xã Tân Phúc","384","1294"
"Xã Tam Văn","384","1294"
"Xã Lâm Phú","384","1294"
"Xã Quang Hiến","384","1294"
"Xã Đồng Lương","384","1294"
"Thị Trấn Ngọc Lặc","384","1295"
"Xã Lam Sơn","384","1295"
"Xã Mỹ Tân","384","1295"
"Xã Thúy Sơn","384","1295"
"Xã Thạch Lập","384","1295"
"Xã Vân Âm","384","1295"
"Xã Cao Ngọc","384","1295"
"Xã Ngọc Khê","384","1295"
"Xã Quang Trung","384","1295"
"Xã Đồng Thịnh","384","1295"
"Xã Ngọc Liên","384","1295"
"Xã Ngọc Sơn","384","1295"
"Xã Lộc Thịnh","384","1295"
"Xã Cao Thịnh","384","1295"
"Xã Ngọc Trung","384","1295"
"Xã Phùng Giáo","384","1295"
"Xã Phùng Minh","384","1295"
"Xã Phúc Thịnh","384","1295"
"Xã Nguyệt Ấn","384","1295"
"Xã Kiên Thọ","384","1295"
"Xã Minh Tiến","384","1295"
"Xã Minh Sơn","384","1295"
"Thị trấn Cẩm Thủy","384","1296"
"Xã Phúc Do","384","1296"
"Xã Cẩm Thành","384","1296"
"Xã Cẩm Quý","384","1296"
"Xã Cẩm Lương","384","1296"
"Xã Cẩm Thạch","384","1296"
"Xã Cẩm Liên","384","1296"
"Xã Cẩm Giang","384","1296"
"Xã Cẩm Bình","384","1296"
"Xã Cẩm Tú","384","1296"
"Xã Cẩm Sơn","384","1296"
"Xã Cẩm Châu","384","1296"
"Xã Cẩm Tâm","384","1296"
"Xã Cẩm Phong","384","1296"
"Xã Cẩm Ngọc","384","1296"
"Xã Cẩm Long","384","1296"
"Xã Cẩm Yên","384","1296"
"Xã Cẩm Tân","384","1296"
"Xã Cẩm Phú","384","1296"
"Xã Cẩm Vân","384","1296"
"Thị trấn Kim Tân","384","1297"
"Thị trấn Vân Du","384","1297"
"Xã Thạch Tân","384","1297"
"Xã Thạch Lâm","384","1297"
"Xã Thạch Quảng","384","1297"
"Xã Thạch Tượng","384","1297"
"Xã Thạch Cẩm","384","1297"
"Xã Thạch Sơn","384","1297"
"Xã Thạch Bình","384","1297"
"Xã Thạch Định","384","1297"
"Xã Thạch Đồng","384","1297"
"Xã Thạch Long","384","1297"
"Xã Thành Mỹ","384","1297"
"Xã Thành Yên","384","1297"
"Xã Thành Vinh","384","1297"
"Xã Thành Minh","384","1297"
"Xã Thành Công","384","1297"
"Xã Thành Tân","384","1297"
"Xã Thành Trực","384","1297"
"Xã Thành Vân","384","1297"
"Xã Thành Tâm","384","1297"
"Xã Thành An","384","1297"
"Xã Thành Thọ","384","1297"
"Xã Thành Tiến","384","1297"
"Xã Thành Long","384","1297"
"Xã Thành Kim","384","1297"
"Xã Thành Hưng","384","1297"
"Xã Ngọc Trạo","384","1297"
"Thị trấn Hà Trung","384","1298"
"Xã Hà Long","384","1298"
"Xã Hà Vinh","384","1298"
"Xã Hà Bắc","384","1298"
"Xã Hà Vân","384","1298"
"Xã Hà Yên","384","1298"
"Xã Hà Thanh","384","1298"
"Xã Hà Giang","384","1298"
"Xã Hà Dương","384","1298"
"Xã Hà Phú","384","1298"
"Xã Hà Phong","384","1298"
"Xã Hà Ngọc","384","1298"
"Xã Hà Ninh","384","1298"
"Xã Hà Lâm","384","1298"
"Xã Hà Sơn","384","1298"
"Xã Hà Lĩnh","384","1298"
"Xã Hà Đông","384","1298"
"Xã Hà Tân","384","1298"
"Xã Hà Tiến","384","1298"
"Xã Hà Bình","384","1298"
"Xã Hà Lai","384","1298"
"Xã Hà Châu","384","1298"
"Xã Hà Toại","384","1298"
"Xã Hà Thái","384","1298"
"Xã Hà Hải","384","1298"
"Thị trấn Vĩnh Lộc","384","1299"
"Xã Vĩnh Thành","384","1299"
"Xã Vĩnh Quang","384","1299"
"Xã Vĩnh Yên","384","1299"
"Xã Vĩnh Tiến","384","1299"
"Xã Vĩnh Long","384","1299"
"Xã Vĩnh Phúc","384","1299"
"Xã Vĩnh Hưng","384","1299"
"Xã Vĩnh Minh","384","1299"
"Xã Vĩnh Khang","384","1299"
"Xã Vĩnh Hòa","384","1299"
"Xã Vĩnh Hùng","384","1299"
"Xã Vĩnh Tân","384","1299"
"Xã Vĩnh Ninh","384","1299"
"Xã Vĩnh Thịnh","384","1299"
"Xã Vĩnh An","384","1299"
"Thị trấn Quán Lào","384","1300"
"Thị trấn Thống Nhất","384","1300"
"Xã Yên Phú","384","1300"
"Xã Yên Lâm","384","1300"
"Xã Yên Tâm","384","1300"
"Xã Yên Giang","384","1300"
"Xã Quí Lộc","384","1300"
"Xã Yên Thọ","384","1300"
"Xã Yên Trung","384","1300"
"Xã Yên Trường","384","1300"
"Xã Yên Bái","384","1300"
"Xã Yên Phong","384","1300"
"Xã Yên Thái","384","1300"
"Xã Yên Hùng","384","1300"
"Xã Yên Thịnh","384","1300"
"Xã Yên Ninh","384","1300"
"Xã Yên Lạc","384","1300"
"Xã Định Tăng","384","1300"
"Xã Định Hòa","384","1300"
"Xã Định Thành","384","1300"
"Xã Định Công","384","1300"
"Xã Định Tân","384","1300"
"Xã Định Tiến","384","1300"
"Xã Định Long","384","1300"
"Xã Định Liên","384","1300"
"Xã Định Tường","384","1300"
"Xã Định Hưng","384","1300"
"Xã Định Hải","384","1300"
"Xã Định Bình","384","1300"
"Thị trấn Thọ Xuân","384","1301"
"Thị trấn Lam Sơn","384","1301"
"Thị trấn Sao Vàng","384","1301"
"Xã Xuân Khánh","384","1301"
"Xã Thọ Nguyên","384","1301"
"Xã Xuân Thành","384","1301"
"Xã Hạnh Phúc","384","1301"
"Xã Bắc Lương","384","1301"
"Xã Nam Giang","384","1301"
"Xã Xuân Phong","384","1301"
"Xã Thọ Lộc","384","1301"
"Xã Xuân Trường","384","1301"
"Xã Xuân Hòa","384","1301"
"Xã Thọ Hải","384","1301"
"Xã Tây Hồ","384","1301"
"Xã Xuân Giang","384","1301"
"Xã Xuân Quang","384","1301"
"Xã Xuân Sơn","384","1301"
"Xã Xuân Hưng","384","1301"
"Xã Thọ Diên","384","1301"
"Xã Thọ Lâm","384","1301"
"Xã Thọ Xương","384","1301"
"Xã Xuân Bái","384","1301"
"Xã Xuân Phú","384","1301"
"Xã Xuân Thắng","384","1301"
"Xã Xuân Lam","384","1301"
"Xã Xuân Thiên","384","1301"
"Xã Thọ Minh","384","1301"
"Xã Xuân Châu","384","1301"
"Xã Thọ Lập","384","1301"
"Xã Quảng Phú","384","1301"
"Xã Xuân Tín","384","1301"
"Xã Phú Yên","384","1301"
"Xã Xuân Yên","384","1301"
"Xã Xuân Lai","384","1301"
"Xã Xuân Lập","384","1301"
"Xã Thọ Thắng","384","1301"
"Xã Xuân Minh","384","1301"
"Xã Xuân Tân","384","1301"
"Xã Xuân Vinh","384","1301"
"Xã Thọ Trường","384","1301"
"Thị trấn Thường Xuân","384","1302"
"Xã Bát Mọt","384","1302"
"Xã Yên Nhân","384","1302"
"Xã Xuân Lẹ","384","1302"
"Xã Vạn Xuân","384","1302"
"Xã Lương Sơn","384","1302"
"Xã Xuân Cao","384","1302"
"Xã Luận Thành","384","1302"
"Xã Luận Khê","384","1302"
"Xã Xuân Thắng","384","1302"
"Xã Xuân Lộc","384","1302"
"Xã Xuân Cẩm","384","1302"
"Xã Xuân Dương","384","1302"
"Xã Thọ Thanh","384","1302"
"Xã Ngọc Phụng","384","1302"
"Xã Xuân Chinh","384","1302"
"Xã Tân Thành","384","1302"
"Thị trấn Triệu Sơn","384","1303"
"Xã Thọ Sơn","384","1303"
"Xã Thọ Bình","384","1303"
"Xã Thọ Tiến","384","1303"
"Xã Hợp Lý","384","1303"
"Xã Hợp Tiến","384","1303"
"Xã Hợp Thành","384","1303"
"Xã Triệu Thành","384","1303"
"Xã Hợp Thắng","384","1303"
"Xã Minh Sơn","384","1303"
"Xã Minh Dân","384","1303"
"Xã Minh Châu","384","1303"
"Xã Dân Lực","384","1303"
"Xã Dân Lý","384","1303"
"Xã Dân Quyền","384","1303"
"Xã An Nông","384","1303"
"Xã Văn Sơn","384","1303"
"Xã Thái Hòa","384","1303"
"Xã Tân Ninh","384","1303"
"Xã Đồng Lợi","384","1303"
"Xã Đồng Tiến","384","1303"
"Xã Đồng Thắng","384","1303"
"Xã Tiến Nông","384","1303"
"Xã Khuyến Nông","384","1303"
"Xã Xuân Thịnh","384","1303"
"Xã Xuân Lộc","384","1303"
"Xã Thọ Dân","384","1303"
"Xã Xuân Thọ","384","1303"
"Xã Thọ Tân","384","1303"
"Xã Thọ Ngọc","384","1303"
"Xã Thọ Cường","384","1303"
"Xã Thọ Phú","384","1303"
"Xã Thọ Vực","384","1303"
"Xã Thọ Thế","384","1303"
"Xã Nông Trường","384","1303"
"Xã Bình Sơn","384","1303"
"Thị trấn Vạn Hà","384","1304"
"Xã Thiệu Ngọc","384","1304"
"Xã Thiệu Vũ","384","1304"
"Xã Thiệu Phúc","384","1304"
"Xã Thiệu Tiến","384","1304"
"Xã Thiệu Công","384","1304"
"Xã Thiệu Phú","384","1304"
"Xã Thiệu Long","384","1304"
"Xã Thiệu Giang","384","1304"
"Xã Thiệu Duy","384","1304"
"Xã Thiệu Nguyên","384","1304"
"Xã Thiệu Hợp","384","1304"
"Xã Thiệu Thịnh","384","1304"
"Xã Thiệu Quang","384","1304"
"Xã Thiệu Thành","384","1304"
"Xã Thiệu Toán","384","1304"
"Xã Thiệu Chính","384","1304"
"Xã Thiệu Hòa","384","1304"
"Xã Thiệu Minh","384","1304"
"Xã Thiệu Tâm","384","1304"
"Xã Thiệu Viên","384","1304"
"Xã Thiệu Lý","384","1304"
"Xã Thiệu Vận","384","1304"
"Xã Thiệu Trung","384","1304"
"Xã Thiệu Đô","384","1304"
"Xã Thiệu Châu","384","1304"
"Xã Thiệu Giao","384","1304"
"Xã Thiệu Tân","384","1304"
"Thị trấn Bút Sơn","384","1305"
"Xã Hoằng Giang","384","1305"
"Xã Hoằng Xuân","384","1305"
"Xã Hoằng Khánh","384","1305"
"Xã Hoằng Phượng","384","1305"
"Xã Hoằng Phú","384","1305"
"Xã Hoằng Quỳ","384","1305"
"Xã Hoằng Kim","384","1305"
"Xã Hoằng Trung","384","1305"
"Xã Hoằng Trinh","384","1305"
"Xã Hoằng Sơn","384","1305"
"Xã Hoằng Lương","384","1305"
"Xã Hoằng Xuyên","384","1305"
"Xã Hoằng Cát","384","1305"
"Xã Hoằng Khê","384","1305"
"Xã Hoằng Quý","384","1305"
"Xã Hoằng Hợp","384","1305"
"Xã Hoằng Minh","384","1305"
"Xã Hoằng Phúc","384","1305"
"Xã Hoằng Đức","384","1305"
"Xã Hoằng Hà","384","1305"
"Xã Hoằng Đạt","384","1305"
"Xã Hoằng Vinh","384","1305"
"Xã Hoằng Đạo","384","1305"
"Xã Hoằng Thắng","384","1305"
"Xã Hoằng Đồng","384","1305"
"Xã Hoằng Thái","384","1305"
"Xã Hoằng Thịnh","384","1305"
"Xã Hoằng Thành","384","1305"
"Xã Hoằng Lộc","384","1305"
"Xã Hoằng Trạch","384","1305"
"Xã Hoằng Phong","384","1305"
"Xã Hoằng Lưu","384","1305"
"Xã Hoằng Châu","384","1305"
"Xã Hoằng Tân","384","1305"
"Xã Hoằng Yến","384","1305"
"Xã Hoằng Tiến","384","1305"
"Xã Hoằng Hải","384","1305"
"Xã Hoằng Ngọc","384","1305"
"Xã Hoằng Đông","384","1305"
"Xã Hoằng Thanh","384","1305"
"Xã Hoằng Phụ","384","1305"
"Xã Hoằng Trường","384","1305"
"Thị trấn Hậu Lộc","384","1306"
"Xã Đồng Lộc","384","1306"
"Xã Đại Lộc","384","1306"
"Xã Triệu Lộc","384","1306"
"Xã Châu Lộc","384","1306"
"Xã Tiến Lộc","384","1306"
"Xã Lộc Sơn","384","1306"
"Xã Cầu Lộc","384","1306"
"Xã Thành Lộc","384","1306"
"Xã Tuy Lộc","384","1306"
"Xã Phong Lộc","384","1306"
"Xã Mỹ Lộc","384","1306"
"Xã Văn Lộc","384","1306"
"Xã Thuần Lộc","384","1306"
"Xã Lộc Tân","384","1306"
"Xã Xuân Lộc","384","1306"
"Xã Thịnh Lộc","384","1306"
"Xã Hoa Lộc","384","1306"
"Xã Liên Lộc","384","1306"
"Xã Quang Lộc","384","1306"
"Xã Phú Lộc","384","1306"
"Xã Hòa Lộc","384","1306"
"Xã Minh Lộc","384","1306"
"Xã Hưng Lộc","384","1306"
"Xã Hải Lộc","384","1306"
"Xã Đa Lộc","384","1306"
"Xã Ngư Lộc","384","1306"
"Thị trấn Nga Sơn","384","1307"
"Xã Ba Đình","384","1307"
"Xã Nga Vịnh","384","1307"
"Xã Nga Văn","384","1307"
"Xã Nga Thiện","384","1307"
"Xã Nga Tiến","384","1307"
"Xã Nga Lĩnh","384","1307"
"Xã Nga Nhân","384","1307"
"Xã Nga Trung","384","1307"
"Xã Nga Bạch","384","1307"
"Xã Nga Thanh","384","1307"
"Xã Nga Hưng","384","1307"
"Xã Nga Mỹ","384","1307"
"Xã Nga Yên","384","1307"
"Xã Nga Giáp","384","1307"
"Xã Nga Hải","384","1307"
"Xã Nga Thành","384","1307"
"Xã Nga An","384","1307"
"Xã Nga Phú","384","1307"
"Xã Nga Điền","384","1307"
"Xã Nga Tân","384","1307"
"Xã Nga Thủy","384","1307"
"Xã Nga Liên","384","1307"
"Xã Nga Thái","384","1307"
"Xã Nga Thạch","384","1307"
"Xã Nga Thắng","384","1307"
"Xã Nga Trường","384","1307"
"Thị trấn Yên Cát","384","1308"
"Xã Bãi Trành","384","1308"
"Xã Xuân Hòa","384","1308"
"Xã Xuân Bình","384","1308"
"Xã Hóa Quỳ","384","1308"
"Xã Xuân Quỳ","384","1308"
"Xã Yên Lễ","384","1308"
"Xã Cát Vân","384","1308"
"Xã Cát Tân","384","1308"
"Xã Tân Bình","384","1308"
"Xã Bình Lương","384","1308"
"Xã Thanh Quân","384","1308"
"Xã Thanh Xuân","384","1308"
"Xã Thanh Hòa","384","1308"
"Xã Thanh Phong","384","1308"
"Xã Thanh Lâm","384","1308"
"Xã Thanh Sơn","384","1308"
"Xã Thượng Ninh","384","1308"
"Thị trấn Bến Sung","384","1309"
"Xã Cán Khê","384","1309"
"Xã Xuân Du","384","1309"
"Xã Xuân Thọ","384","1309"
"Xã Phượng Nghi","384","1309"
"Xã Mậu Lâm","384","1309"
"Xã Xuân Khang","384","1309"
"Xã Phú Nhuận","384","1309"
"Xã Hải Long","384","1309"
"Xã Hải Vân","384","1309"
"Xã Xuân Thái","384","1309"
"Xã Xuân Phúc","384","1309"
"Xã Yên Thọ","384","1309"
"Xã Yên Lạc","384","1309"
"Xã Phúc Đường","384","1309"
"Xã Thanh Tân","384","1309"
"Xã Thanh Kỳ","384","1309"
"Thị trấn Nông Cống","384","1310"
"Xã Tân Phúc","384","1310"
"Xã Tân Thọ","384","1310"
"Xã Hoàng Sơn","384","1310"
"Xã Tân Khang","384","1310"
"Xã Hoàng Giang","384","1310"
"Xã Trung Chính","384","1310"
"Xã Trung Ý","384","1310"
"Xã Trung Thành","384","1310"
"Xã Tế Tân","384","1310"
"Xã Tế Thắng","384","1310"
"Xã Tế Lợi","384","1310"
"Xã Tế Nông","384","1310"
"Xã Minh Nghĩa","384","1310"
"Xã Minh Khôi","384","1310"
"Xã Vạn Hòa","384","1310"
"Xã Trường Trung","384","1310"
"Xã Vạn Thắng","384","1310"
"Xã Trường Giang","384","1310"
"Xã Vạn Thiện","384","1310"
"Xã Thăng Long","384","1310"
"Xã Trường Minh","384","1310"
"Xã Trường Sơn","384","1310"
"Xã Thăng Bình","384","1310"
"Xã Công Liêm","384","1310"
"Xã Tượng Văn","384","1310"
"Xã Thăng Thọ","384","1310"
"Xã Tượng Lĩnh","384","1310"
"Xã Tượng Sơn","384","1310"
"Xã Công Chính","384","1310"
"Xã Công Bình","384","1310"
"Xã Yên Mỹ","384","1310"
"Thị trấn Rừng Thông","384","1311"
"Xã Đông Hoàng","384","1311"
"Xã Đông Ninh","384","1311"
"Xã Đông Khê","384","1311"
"Xã Đông Hòa","384","1311"
"Xã Đông Yên","384","1311"
"Xã Đông Minh","384","1311"
"Xã Đông Thanh","384","1311"
"Xã Đông Tiến","384","1311"
"Xã Đông Anh","384","1311"
"Xã Đông Thịnh","384","1311"
"Xã Đông Văn","384","1311"
"Xã Đông Phú","384","1311"
"Xã Đông Nam","384","1311"
"Xã Đông Quang","384","1311"
"Thị trấn Quảng Xương","384","1312"
